og	gos
ENOG410XTVK	GO:0009987,GO:0023052,GO:0007165,GO:0050789,GO:0044699,GO:0065007,GO:0044700,GO:0051716,GO:0050794,GO:0008152,GO:0007154,GO:0050896,GO:0044763,GO:0044237,GO:0006796,GO:0006793,GO:0071704,GO:0044238,GO:0009187,GO:0044249,GO:0034641,GO:0009165,GO:1901576,GO:0035556,GO:1901362,GO:0006139,GO:0044710,GO:1901360,GO:0009190,GO:0018130,GO:0006725,GO:0009058,GO:0009117,GO:0034654,GO:0090407,GO:0055086,GO:0046483,GO:0044271,GO:0006807,GO:1901293,GO:0019637,GO:0019438,GO:0006753,GO:0044281,GO:0023014,GO:0016310,GO:0000160,GO:0044260,GO:0044267,GO:0006468,GO:0006464,GO:0036211,GO:0019538,GO:0043412,GO:0043170
ENOG410YS9X	GO:0009987,GO:0008152,GO:0044237,GO:0016310,GO:0006796,GO:0006793,GO:0071704,GO:0050896,GO:0043170,GO:0044260,GO:0044238,GO:0044699,GO:0044267,GO:0006468,GO:0006464,GO:0043412,GO:0036211,GO:0044763,GO:0019538,GO:0023052,GO:0007165,GO:0050789,GO:0051716,GO:0065007,GO:0044700,GO:0050794,GO:0007154
COG0690	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1314	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1826	GO:0016020,GO:0044464,GO:0005623,GO:0005886,GO:0071944,GO:0016021,GO:0044425,GO:0031224,GO:0033281,GO:0044459,GO:0043234,GO:0032991,GO:0031226,GO:0005887
COG3451	GO:0008152
COG3843	NA
COG4965	NA
ENOG410XPSE	GO:0016020,GO:0044425,GO:0016021,GO:0031224,GO:0044464,GO:0005623
ENOG410XUXP	GO:0016020,GO:0016021,GO:0044425,GO:0031224
ENOG410XW69	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886
ENOG410ZYJI	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0043227,GO:0042995,GO:0043231,GO:0005929,GO:0005737,GO:0043234,GO:0032991,GO:0072372,GO:0031512,GO:0044463,GO:0044422,GO:0043228,GO:0005815,GO:0044430,GO:0005856,GO:0015630,GO:0005932,GO:0043232,GO:0044446
ENOG4111369	GO:0005576,GO:0005615,GO:0044421
ENOG411197Z	GO:0005576
COG3587	GO:0008152,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0090305
ENOG410XPMP	GO:0005856,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043226,GO:0043229,GO:0043228,GO:0043232,GO:0044446,GO:0044422,GO:0043234,GO:0032991,GO:0044430,GO:0015630,GO:0005815,GO:0005813,GO:0005694,GO:0000775,GO:0000776,GO:0044427,GO:0005819,GO:0031616,GO:0000922,GO:0005737,GO:0005874,GO:0005875,GO:0097458,GO:0042995,GO:0030424,GO:0045111,GO:0043005,GO:0060053,GO:0031252
ENOG410XQWT	GO:0044464,GO:0005623,GO:0044424,GO:0005622,GO:0005737,GO:0016020,GO:0045202,GO:0005886,GO:0071944,GO:0045177,GO:0044456,GO:0043229,GO:0043226,GO:0042995,GO:0043228,GO:0043232,GO:0044422,GO:0044463,GO:0044430,GO:0005856,GO:0014069,GO:0044446,GO:0044444,GO:0030016,GO:0030017,GO:0030018,GO:0031674,GO:0043292,GO:0043034,GO:0044449,GO:0097458,GO:0030054,GO:0097060,GO:0045211
COG0633	GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0055114,GO:0022900,GO:0006091
COG0649	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044425,GO:0032991,GO:0043234,GO:0030964,GO:0005622,GO:0044424,GO:0005737
COG1048	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0044444,GO:0043229,GO:0043226,GO:0043227,GO:0043231,GO:0005739
COG1804	GO:0008152
COG1894	GO:0008152,GO:0044710,GO:0055114
COG1969	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG2710	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0016610,GO:0043234,GO:0032991,GO:0016612
COG3383	GO:0016020
COG4263	GO:0016020,GO:0044464,GO:0042597,GO:0005623
ENOG410XPCV	GO:0044710,GO:0055114,GO:0008152
ENOG4111NTH	GO:0008152,GO:0044710,GO:0055114
COG0070	GO:0008152,GO:0044710,GO:0055114,GO:0006807,GO:0006537,GO:0009987,GO:0044237,GO:0006520,GO:0044281,GO:0043436,GO:1901564,GO:0006082,GO:0019752,GO:0071704,GO:0044238,GO:0009064,GO:1901605,GO:0008652,GO:0044249,GO:0009058,GO:0044283,GO:0044711,GO:0043650,GO:0043648,GO:1901566,GO:0016053,GO:1901576,GO:0046394,GO:1901607,GO:0006536,GO:0009084
COG0075	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:1901575,GO:0009056,GO:0006793,GO:0046434,GO:0019637,GO:0019634,GO:0019700
COG0140	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0145	GO:0008152
COG0263	GO:0044464,GO:0005737,GO:0005623,GO:0005622,GO:0044424
COG0287	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0345	GO:0008152,GO:0044710,GO:0055114,GO:0006561,GO:0009987,GO:0044237,GO:0044238,GO:0071704,GO:0006807,GO:0008652,GO:0044281,GO:0044283,GO:1901360,GO:0044711,GO:0043436,GO:0046483,GO:1901564,GO:1901566,GO:0016053,GO:0009064,GO:1901576,GO:0006560,GO:0046394,GO:0044249,GO:1901605,GO:1901607,GO:0006082,GO:0009084,GO:0019752,GO:0006520,GO:0009058,GO:1901362,GO:0018130,GO:0055129
COG0765	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0030312,GO:0030313,GO:0030288,GO:0031975,GO:0044462,GO:0042597
COG0831	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1770	GO:0008152,GO:0019538,GO:0006508,GO:0043170,GO:0071704,GO:0044238
COG2113	GO:0044464,GO:0005623,GO:0042597,GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0071944,GO:0005886
COG2423	GO:0008152
COG3869	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044444,GO:0005739
COG3968	GO:0008152,GO:0006807
COG4262	GO:0008152,GO:0044106,GO:1901576,GO:0044271,GO:0009308,GO:0006576,GO:0009309,GO:0009987,GO:0006596,GO:0034641,GO:0044237,GO:0006595,GO:0042401,GO:0009058,GO:0006807,GO:0008216,GO:1901564,GO:1901566,GO:0044249,GO:0071704,GO:0008295
ENOG410XRYX	GO:0008152
COG0248	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044710,GO:0044281,GO:0006793,GO:1901575,GO:0044248,GO:0009056,GO:0043436,GO:0006082,GO:0006797,GO:0006798,GO:1901360,GO:0006807,GO:0006725,GO:0044238,GO:0019438,GO:1901576,GO:1901362,GO:0044249,GO:0009058,GO:1901564,GO:1901566
COG0299	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0496	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0634	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1051	GO:0008152
COG1816	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0005576,GO:0005615,GO:0044421
COG3072	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG4631	GO:0008152,GO:0044710,GO:0055114,GO:0009987,GO:0044237,GO:0071704,GO:0044238,GO:0044281
COG1312	GO:0009987,GO:0008152,GO:0046365,GO:0019752,GO:0044248,GO:0043436,GO:0044281,GO:0044282,GO:0044712,GO:0044710,GO:0071704,GO:0019585,GO:1901575,GO:0032787,GO:0072329,GO:0044723,GO:0009056,GO:0044724,GO:0044238,GO:0005975,GO:0006082,GO:0005996,GO:0016054,GO:0016052,GO:0044237,GO:0006064,GO:0006063,GO:0046395
COG2160	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG3037	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG3405	GO:0005975,GO:0008152,GO:0071704,GO:0044238,GO:1901575,GO:0000272,GO:0009056,GO:0009057,GO:0005976,GO:0016052,GO:0043170,GO:0009987,GO:0044237,GO:0044260,GO:0044036,GO:0044699,GO:0071554,GO:0071840,GO:0044763,GO:0010383,GO:0045493,GO:0045491,GO:0010410
COG4952	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
ENOG410XNST	GO:0016020,GO:0016021,GO:0044425,GO:0031224
ENOG410XP3M	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
ENOG410XRGA	GO:0006810,GO:0051179,GO:0051234
ENOG410YNRA	GO:0044425,GO:0016021,GO:0016020,GO:0031224
ENOG410ZVD2	GO:0044238,GO:0005975,GO:0071704,GO:0008152
ENOG410ZVIE	GO:0006810,GO:0051234,GO:0051179
COG0029	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0142	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044710,GO:0044238,GO:0009058,GO:0008299,GO:1901576,GO:0044249,GO:0006629,GO:0006720,GO:0044255,GO:0008610
COG0407	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0422	GO:0008152,GO:0072528,GO:0044249,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:0072527,GO:1901576,GO:0071704,GO:0018130,GO:0009987,GO:0006725,GO:0009058,GO:1901564,GO:0046483,GO:0044271,GO:1901566,GO:0044272,GO:0044237,GO:0006790,GO:0019438,GO:0006772,GO:0044281,GO:0044283,GO:0042723,GO:0044711,GO:0042724,GO:0006767,GO:0006766,GO:0009228,GO:0044710,GO:0009110,GO:0042364,GO:0006732,GO:0009108,GO:0042357,GO:0051188,GO:0009229,GO:0090407,GO:0006796,GO:0051186,GO:0006793,GO:0019637
COG0720	GO:0008152,GO:0071704,GO:1901360,GO:0046483,GO:1901564,GO:0006807,GO:0009987,GO:0006725,GO:0044237,GO:1901362,GO:1901566,GO:0019438,GO:1901576,GO:0018130,GO:0044271,GO:0044249,GO:0034641,GO:0009058,GO:0044710,GO:0044238,GO:0044281,GO:0009451,GO:0009163,GO:0034470,GO:0042455,GO:0034660,GO:0044260,GO:0043412,GO:0034654,GO:0016070,GO:0006139,GO:0008033,GO:0055086,GO:1901137,GO:1901135,GO:0043170,GO:0090304,GO:0046116,GO:0006399,GO:0010467,GO:0006400,GO:0009116,GO:0008616,GO:0009119,GO:1901657,GO:0006396,GO:1901659,GO:0042558,GO:0042559,GO:0051186,GO:0051188,GO:0006732,GO:0009108,GO:0046146,GO:0006729
COG0746	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0853	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1057	GO:0008152,GO:0009058,GO:0044281,GO:0044710,GO:0009987,GO:1901360,GO:0046483,GO:1901564,GO:0019637,GO:0006807,GO:0051186,GO:0006753,GO:0006732,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:0071704,GO:0009117,GO:0044238,GO:0044237,GO:0006796,GO:0006793,GO:0019363,GO:0009165,GO:1901362,GO:1901566,GO:0019438,GO:0046496,GO:1901576,GO:0051188,GO:0018130,GO:0034654,GO:0090407,GO:0044271,GO:1901293,GO:0019674,GO:0006733,GO:0044249,GO:0009108,GO:0072524,GO:0019362,GO:0019359,GO:0009435,GO:0072525
COG1058	GO:0008152,GO:0006807,GO:1901360,GO:0071704,GO:0009987,GO:0046483,GO:1901564,GO:0044237,GO:0006777,GO:0006732,GO:0044249,GO:0009108,GO:1901362,GO:0044267,GO:0051186,GO:0044260,GO:0043545,GO:0051189,GO:0051188,GO:0018130,GO:0019720,GO:1901576,GO:0009058,GO:0090407,GO:0044238,GO:1901566,GO:0019538,GO:0043170,GO:0006796,GO:0032324,GO:0006793,GO:0019637
COG1169	GO:0008152,GO:0009058
COG1564	GO:0008152,GO:0009987,GO:0044237,GO:1901360,GO:0046483,GO:1901564,GO:0006807,GO:0034641,GO:0006725,GO:0072527,GO:0071704,GO:0006790,GO:0006796,GO:0006793,GO:1901362,GO:1901566,GO:0019438,GO:1901576,GO:0018130,GO:0044271,GO:0044272,GO:0044249,GO:0072528,GO:0009058,GO:0019637,GO:0051186,GO:0051188,GO:0090407,GO:0006732,GO:0009108,GO:0042357,GO:0009229,GO:0044281,GO:0044710,GO:0006767,GO:0006766,GO:0042723,GO:0006772,GO:0016310
COG2099	GO:0044281,GO:0044283,GO:1901362,GO:1901360,GO:0044710,GO:0044711,GO:0006767,GO:0006766,GO:0055114,GO:0046483,GO:1901564,GO:1901566,GO:0019438,GO:0006807,GO:1901576,GO:0033014,GO:0033013,GO:0018130,GO:0008152,GO:0044271,GO:0044249,GO:0034641,GO:0009987,GO:0006725,GO:0042364,GO:0009236,GO:0009235,GO:0071704,GO:0009058,GO:0009110,GO:0044237,GO:0032259
COG3572	GO:0008152,GO:0042398,GO:0044710,GO:0044711,GO:1901564,GO:1901566,GO:0006807,GO:1901576,GO:0044249,GO:0009987,GO:0071704,GO:0009058,GO:0044237,GO:0044281,GO:0044283,GO:0043436,GO:0006575,GO:0016053,GO:0008652,GO:0006082,GO:0046394,GO:0019752,GO:0006520,GO:0044238,GO:0044271,GO:0034641,GO:0044272,GO:0006790,GO:0043043,GO:0019184,GO:0043603,GO:0006750,GO:0006749,GO:0043604,GO:0006518,GO:1901362,GO:1901360,GO:0046483,GO:0019438,GO:0018130,GO:0006725,GO:0006577,GO:0006578,GO:0052698,GO:0052699,GO:1901605,GO:1901607,GO:0052803,GO:0052703,GO:0052701
ENOG41109YT	GO:0046129,GO:0015936,GO:0015937,GO:0006732,GO:0016310,GO:0044249,GO:0034641,GO:0009165,GO:0009108,GO:0009163,GO:0072521,GO:0072522,GO:1901362,GO:0009259,GO:1901360,GO:0006139,GO:0044710,GO:0051186,GO:0090407,GO:0042278,GO:0033875,GO:0051188,GO:0071704,GO:0042455,GO:0046483,GO:0018130,GO:0046390,GO:1901576,GO:0009987,GO:0006725,GO:0009152,GO:0009150,GO:0055086,GO:0009260,GO:0009058,GO:0009117,GO:0009116,GO:0008152,GO:1901659,GO:0034654,GO:1901564,GO:0009119,GO:0046128,GO:0034030,GO:0034032,GO:0034033,GO:0044238,GO:0044271,GO:1901566,GO:1901137,GO:1901135,GO:0006164,GO:0033866,GO:0019693,GO:0033865,GO:0006163,GO:1901657,GO:0006796,GO:0006807,GO:0042451,GO:1901293,GO:0006793,GO:0019637,GO:0019438,GO:0044237,GO:0006753,GO:0044281
COG0671	GO:0016020,GO:0044464,GO:0005623
COG0736	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1133	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005618,GO:0016021,GO:0030312,GO:0009276,GO:0030313,GO:0009274,GO:0044425,GO:0031975,GO:0031224
COG2084	GO:0008152,GO:0044710,GO:0055114,GO:0071704,GO:0009987,GO:0044237,GO:1901575,GO:0009056,GO:0044281,GO:0044238,GO:0006807,GO:1901564,GO:0005975,GO:0016052,GO:0044723,GO:0044724,GO:0034641,GO:1901360,GO:0046483,GO:0019637,GO:0019320,GO:0046496,GO:0051186,GO:0019318,GO:0009117,GO:0006753,GO:0006739,GO:0006732,GO:0006733,GO:0006139,GO:0006740,GO:0006725,GO:0055086,GO:0005996,GO:0006006,GO:0006007,GO:0046365,GO:0006098,GO:0072524,GO:0006796,GO:0006793,GO:0019362,GO:0043436,GO:0006082,GO:0019752,GO:0006573,GO:0006520,GO:1901605,GO:0009081,GO:0032787,GO:0046487,GO:0006081
ENOG410XSQU	GO:0055114,GO:0044710,GO:0008152
COG0025	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623
COG0226	GO:0016020,GO:0044425,GO:0043234,GO:0043190,GO:0032991
COG0475	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG0861	GO:0016020,GO:0031224,GO:0016021,GO:0044425
COG1119	GO:0006200,GO:0046434,GO:0009166,GO:0009167,GO:0044281,GO:0009161,GO:0046130,GO:1901360,GO:0009169,GO:0044710,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:0046483,GO:0009164,GO:1901564,GO:1901565,GO:0034641,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006807,GO:0006195,GO:1901575,GO:1901361,GO:0009150,GO:0009154,GO:0009158,GO:0046700,GO:0009261,GO:0019439,GO:0008152,GO:0034655,GO:0044270,GO:1901292,GO:0006753,GO:0044248,GO:0009128,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0006139,GO:0042278,GO:0009987,GO:0006725,GO:0055086,GO:1901136,GO:1901135,GO:0019693,GO:0072521,GO:0072523,GO:0071704,GO:0006152,GO:0006793,GO:0009117,GO:0009116,GO:0009119,GO:0009056,GO:0044238,GO:0044237,GO:1901657,GO:0006796,GO:1901658
COG1785	GO:0016311,GO:0008152,GO:0009987,GO:0044237,GO:0006796,GO:0006793
COG2011	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG2215	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG3696	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG4638	GO:0008152,GO:0044710,GO:0055114,GO:0009987,GO:0006725,GO:0044237,GO:0009056,GO:0019439,GO:0044248
COG4771	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0031975,GO:0044462,GO:0019867,GO:0030312,GO:0030313,GO:0009279,GO:0005886,GO:0044425,GO:0016021,GO:0031224
ENOG410XNUJ	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
ENOG410ZNDB	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0031975,GO:0044462,GO:0019867,GO:0030312,GO:0030313,GO:0005886,GO:0009279
COG0179	GO:0008152,GO:0044237,GO:0009987,GO:0044710,GO:0071704,GO:0006725,GO:0044281,GO:1901360,GO:0006082,GO:0043436,GO:0019752,GO:0044238,GO:0006807,GO:1901564,GO:0009072,GO:0006520
COG1541	GO:0008152,GO:0009987,GO:0044237,GO:0044710,GO:0071704,GO:1901360,GO:0006725,GO:0044281,GO:1901361,GO:1901575,GO:0019439,GO:0044248,GO:0009056,GO:0051716,GO:0050896,GO:0044699,GO:0044763,GO:0010124,GO:0044282,GO:0044712,GO:0042537,GO:0032787,GO:0072329,GO:0043436,GO:0016054,GO:0009410,GO:0006805,GO:0046395,GO:0071466,GO:0070887,GO:0042178,GO:0006082,GO:0019752,GO:0042221
COG2050	GO:0008152
COG2132	GO:0005576,GO:0044464,GO:0005623,GO:0048046,GO:0042597
COG2931	GO:0005576,GO:0016020,GO:0044421,GO:0005615,GO:0031224,GO:0016021,GO:0044425
COG3458	GO:0008152
COG0042	GO:0002943,GO:0008152,GO:0055114,GO:0008033,GO:0006400,GO:0044710,GO:1901360,GO:0034470,GO:0046483,GO:0006807,GO:0034660,GO:0044260,GO:0016070,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0010467,GO:0044238,GO:0044237,GO:0006399,GO:0006396,GO:0009451,GO:0043412
COG0791	GO:0008152,GO:0071704,GO:0043170
COG3279	GO:0035556,GO:0009987,GO:0050789,GO:0065007,GO:0050794,GO:0080090,GO:0019222,GO:0007165,GO:0051716,GO:0060255,GO:2001141,GO:0044700,GO:0009889,GO:0050896,GO:0006355,GO:0010556,GO:0044763,GO:0023052,GO:0044699,GO:0051252,GO:0031326,GO:0031323,GO:2000112,GO:0010468,GO:0019219,GO:0051171,GO:0007154,GO:0000160
COG0061	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0288	GO:0008152,GO:0044699,GO:0015976
COG2247	GO:0008152,GO:0071704,GO:0043170,GO:0006807,GO:1901564,GO:0006022,GO:1901135,GO:0044238,GO:1901575,GO:0009056,GO:1901565,GO:0030203,GO:0006026,GO:1901136,GO:0009057,GO:0000270,GO:0006027,GO:0009253
COG1249	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0459	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0043226,GO:0043229,GO:0005829,GO:0032991
COG0126	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1592	GO:0055114,GO:0044710,GO:0008152,GO:0009987,GO:0044237,GO:0022900,GO:0006091
COG1080	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG0492	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0112	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG2080	GO:0044710,GO:0008152,GO:0055114
COG2048	GO:0008152,GO:0044710,GO:0055114,GO:0009987,GO:0044237,GO:0009061,GO:0006091,GO:0045333,GO:0015980,GO:0044249,GO:0043447,GO:0043446,GO:1901576,GO:0051186,GO:0071704,GO:0009058,GO:0015947,GO:0015948,GO:0015975
COG0589	GO:0050896,GO:0006950
COG0402	GO:0008152,GO:0071704,GO:0044238,GO:0009987,GO:0046483,GO:0006807,GO:1901360,GO:0006725,GO:0044237,GO:0034641,GO:0006139,GO:0044710,GO:0044281,GO:1901564,GO:0055086,GO:1901361,GO:1901565,GO:1901575,GO:0046700,GO:0044270,GO:0044248,GO:0009056,GO:0019439,GO:0009112,GO:0072521,GO:0006144,GO:0046098,GO:0046113,GO:0072523,GO:0006147,GO:0006145
COG0625	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0044444
COG0681	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623,GO:0043229,GO:0043226,GO:0005622,GO:0044424,GO:0043227,GO:0043231,GO:0005737,GO:0044444,GO:0044446,GO:0044422,GO:0031090,GO:0031975,GO:0005739,GO:0031967,GO:0005743,GO:0005740,GO:0044429,GO:0031966,GO:0019866,GO:0032991,GO:0043234,GO:0042720,GO:0044455
COG1136	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044425,GO:0031224,GO:0016021
COG1316	NA
COG0465	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0005622,GO:0044424,GO:0034357,GO:0044436,GO:0009579,GO:0042651
COG1217	GO:0044464,GO:0005623,GO:0005622
COG0525	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1164	GO:0008152,GO:0071704,GO:0006508,GO:0044238,GO:0019538,GO:0043170
COG0640	GO:0044464,GO:0005623,GO:0005622
COG1560	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005618,GO:0030312,GO:0009276,GO:0030313,GO:0009274,GO:0031975
COG0303	GO:0009987,GO:0008152,GO:0044237,GO:1901360,GO:0046483,GO:0006807,GO:0044260,GO:0043170,GO:0071704,GO:0044238,GO:0032324,GO:0051186,GO:0051188,GO:0044249,GO:0009058,GO:1901362,GO:0006793,GO:1901564,GO:1901566,GO:0019538,GO:0019637,GO:0044267,GO:0043545,GO:0051189,GO:0018130,GO:0090407,GO:0006732,GO:1901576,GO:0006796,GO:0006777,GO:0019720,GO:0009108
COG0855	GO:0044464,GO:0005623,GO:0043234,GO:0032991,GO:0009358
COG0240	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0009331,GO:0043234,GO:0032991
COG2190	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0031224,GO:0016021,GO:0044425,GO:0005622,GO:0044424
COG0778	GO:0055114,GO:0008152,GO:0044710
COG0089	GO:0005622,GO:0044464,GO:0005623,GO:0044424,GO:0043226,GO:0043229,GO:0005737,GO:0044444,GO:0005840,GO:0030529,GO:0043228,GO:0032991,GO:0043232
COG0462	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0441	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0201	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG0171	GO:0006807,GO:0008152,GO:0009987,GO:0044281,GO:1901360,GO:0044710,GO:0046483,GO:1901564,GO:0019637,GO:0046496,GO:0051186,GO:0006753,GO:0019674,GO:0006732,GO:0006733,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:0072524,GO:0071704,GO:0009117,GO:0044238,GO:0044237,GO:0006796,GO:0006793,GO:0019362,GO:0009165,GO:1901362,GO:0019359,GO:1901566,GO:0019438,GO:1901576,GO:0051188,GO:0018130,GO:0034654,GO:0090407,GO:0044271,GO:1901293,GO:0044249,GO:0009435,GO:0009108,GO:0072525,GO:0009058,GO:0019363
COG0576	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044444,GO:0005739,GO:0044446,GO:0044422,GO:0044429,GO:0031974,GO:0005759,GO:0043233,GO:0070013
COG0136	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG1181	GO:0044464,GO:0005623,GO:0005737,GO:0044424,GO:0005622,GO:0071944,GO:0005618,GO:0030312
COG0290	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG3209	GO:0008152,GO:0071704,GO:0043170,GO:0044238
COG0144	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
ENOG410XRI9	GO:0044464,GO:0005623
COG0768	GO:0016020
COG5009	GO:0008152,GO:0030203,GO:0034645,GO:0044036,GO:0006807,GO:0009252,GO:0044699,GO:0044038,GO:1901576,GO:0044710,GO:0044260,GO:0071554,GO:0071704,GO:0071840,GO:0009987,GO:0000270,GO:0009058,GO:0009059,GO:0044763,GO:0042546,GO:1901564,GO:1901566,GO:0009273,GO:1901137,GO:0070589,GO:0044237,GO:0043170,GO:0044085,GO:0006022,GO:0006023,GO:0044249,GO:1901135,GO:0006024,GO:0046677,GO:0009636,GO:0042221,GO:0050896
COG1773	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0696	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG2731	NA
COG2241	GO:0006479,GO:0008152,GO:0032259,GO:0044281,GO:0044283,GO:1901362,GO:1901360,GO:0044710,GO:0044711,GO:0006767,GO:0006766,GO:0046483,GO:1901564,GO:1901566,GO:0019538,GO:0019438,GO:0006807,GO:0044267,GO:0044260,GO:0033014,GO:0033013,GO:0018130,GO:0043412,GO:0036211,GO:0043414,GO:0044271,GO:0009110,GO:0044249,GO:0034641,GO:0009987,GO:0006725,GO:0042364,GO:0043170,GO:0009236,GO:0009235,GO:0008213,GO:0071704,GO:1901576,GO:0006464,GO:0009058,GO:0044238,GO:0044237
COG1802	GO:0044464,GO:0005623,GO:0005622
COG0057	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
