og	gos
COG4912	NA
COG0037	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG3115	GO:0016020,GO:0016021,GO:0044425,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG0810	GO:0016020,GO:0044464,GO:0071944,GO:0005623,GO:0044462,GO:0030313,GO:0031975,GO:0030288,GO:0030312,GO:0042597
COG1346	GO:0016020,GO:0031224,GO:0016021,GO:0044425
COG1452	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0019867,GO:0031975,GO:0044462,GO:0030312,GO:0030313,GO:0009279,GO:0005886
COG3774	GO:0008152
ENOG410XPWZ	GO:0008152
ENOG4111Q8J	GO:0005618,GO:0071944,GO:0044464,GO:0005623,GO:0030312
COG0606	GO:0008152,GO:0009987,GO:1901360,GO:0044710,GO:0046483,GO:1901564,GO:0006807,GO:0034641,GO:0006725,GO:0044237,GO:0071704,GO:0006778,GO:0006779,GO:1901362,GO:0015979,GO:0042440,GO:1901566,GO:0019438,GO:1901576,GO:0015994,GO:0015995,GO:0051188,GO:0033014,GO:0033013,GO:0018130,GO:0046148,GO:0044271,GO:0044249,GO:0009058,GO:0051186,GO:0044238,GO:0006139,GO:0043170,GO:0044260,GO:0090304,GO:0006260,GO:0009059,GO:0034645,GO:0006259
COG0694	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG4934	GO:0008152,GO:0071704,GO:0044238,GO:0019538,GO:0043170,GO:0006508
COG5044	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0044444,GO:0043234,GO:0032991,GO:0005968
COG5405	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043234,GO:0032991,GO:0000502,GO:0005839,GO:0044444,GO:0009376
COG3167	NA
COG5074	GO:0016020,GO:0044464,GO:0005623,GO:0044424,GO:0005622,GO:0071944,GO:0005886,GO:0044425,GO:0005737,GO:0044444,GO:0043229,GO:0043226,GO:0043231,GO:0043227,GO:0031982,GO:0031410,GO:0031988,GO:0016023,GO:0044459,GO:0043234,GO:0032991,GO:0031201,GO:0030141
ENOG410XRKT	GO:0005634,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044446,GO:0044428,GO:0044422,GO:0005635,GO:0031975,GO:0031224,GO:0016021,GO:0016020,GO:0031967,GO:0012505,GO:0044425,GO:0046930,GO:0043234,GO:0032991,GO:0005643
COG5059	GO:0044464,GO:0005623,GO:0044424,GO:0005622,GO:0043226,GO:0043229,GO:0043232,GO:0043228,GO:0005856,GO:0044422,GO:0044446,GO:0015630,GO:0044430,GO:0032991,GO:0043234,GO:0005875,GO:0005874,GO:0005737,GO:0043231,GO:0043227
COG1009	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623
COG1301	GO:0016020,GO:0044425,GO:0031224,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG1436	GO:0016020,GO:0044425,GO:0043234,GO:0032991,GO:0016469,GO:0033178,GO:0033176,GO:0033180
COG3053	GO:0008152,GO:0009058
COG3260	GO:0044710,GO:0055114,GO:0008152
ENOG4111FUR	GO:0044710,GO:0055114,GO:0008152
COG0169	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0512	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0044710,GO:0043436,GO:0006082,GO:0019752,GO:0006807,GO:0044238,GO:1901564,GO:0006520,GO:1901605,GO:0006541,GO:0009064,GO:0009058,GO:1901360,GO:0006725,GO:0046483,GO:0034641,GO:0044249,GO:1901576,GO:0008652,GO:0044283,GO:0044711,GO:1901566,GO:0016053,GO:0046394,GO:1901362,GO:0019438,GO:1901607,GO:0018130,GO:0044271,GO:0009072,GO:0006568,GO:0009308,GO:0006586,GO:0042430,GO:0006576,GO:0044106,GO:0009073,GO:0000162,GO:0009309,GO:0042401,GO:0042435,GO:0046219
COG0531	GO:0016020,GO:0044425,GO:0016021,GO:0031224
COG0548	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0709	GO:0008152,GO:0009987,GO:0044237,GO:0016310,GO:0006796,GO:0006793,GO:0044710,GO:0071704,GO:0044238,GO:0044281,GO:0043436,GO:1901564,GO:0006807,GO:0009069,GO:1901576,GO:0006575,GO:0044249,GO:1901605,GO:0006082,GO:0016259,GO:0019752,GO:0001887,GO:0006520,GO:0009058,GO:0044283,GO:0044711,GO:0009070,GO:1901566,GO:0016053,GO:0042398,GO:0016260,GO:0008652,GO:0046394,GO:1901607,GO:0055114
COG1732	GO:0016020,GO:0044425,GO:0016021,GO:0031224,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG3075	GO:0016020
COG4766	NA
COG0717	GO:0008152,GO:0009987,GO:0071704,GO:0044238,GO:0044237,GO:0044281,GO:1901360,GO:0044710,GO:0046483,GO:0006807,GO:0006139,GO:0034641,GO:0006725,GO:0055086,GO:0006796,GO:0006793,GO:0019637,GO:0009262,GO:0006753,GO:0009394,GO:1901135,GO:0009117,GO:0019692,GO:0009211,GO:0009219,GO:0009200,GO:1901564,GO:0009141,GO:0009147,GO:0006220,GO:0072527,GO:0046080,GO:0009165,GO:1901362,GO:1901566,GO:0019438,GO:1901576,GO:0018130,GO:0009263,GO:0009265,GO:0034654,GO:0090407,GO:0044271,GO:0046385,GO:1901293,GO:0044249,GO:1901137,GO:0072528,GO:0006221,GO:0009221,GO:0009058,GO:0009212,GO:0009202,GO:0009148,GO:0009142,GO:0006229,GO:0009162,GO:0009130,GO:0009177,GO:0009176,GO:0009157,GO:0009129,GO:0009123,GO:0009124,GO:0006226,GO:0046078,GO:0009218,GO:0009260,GO:0046390,GO:0009259,GO:0019693,GO:0009220
COG3408	GO:0008152,GO:0071704,GO:0044238,GO:0009987,GO:0005975,GO:0044237,GO:0044723,GO:0044262,GO:0044710,GO:0006073,GO:0055114,GO:0043170,GO:0044264,GO:0044260,GO:0006112,GO:0015980,GO:0044042,GO:0006091,GO:0005977,GO:0005976,GO:0016051,GO:1901576,GO:0044249,GO:0009250,GO:0034645,GO:0034637,GO:0033692,GO:0000271,GO:0009058,GO:0009059,GO:0005978
COG3507	GO:0005975,GO:0008152,GO:0071704,GO:0044238,GO:1901575,GO:0009056,GO:0043170,GO:0009057,GO:0016052,GO:0000272,GO:0005976,GO:0044723,GO:0031222,GO:0031221,GO:0009987,GO:0044699,GO:0044763
ENOG410Y1JM	GO:0071704,GO:0008152,GO:0044238,GO:0005975,GO:0009056,GO:1901575,GO:0016052,GO:0043170,GO:0000272,GO:0009057,GO:0005976,GO:0009987
ENOG410YZPH	GO:0006810,GO:0051234,GO:0051179,GO:0008643,GO:0044765,GO:0071702,GO:0044699
ENOG410ZVDG	GO:0008152
COG0212	GO:0008152,GO:0009987,GO:0071704,GO:0044237,GO:0044281,GO:1901360,GO:0044710,GO:0043436,GO:0046483,GO:0006807,GO:0006725,GO:0006082,GO:0019752,GO:0044238,GO:0006760,GO:1901564,GO:0006575,GO:0051186,GO:0042558,GO:0006732,GO:1901605,GO:0006520,GO:0034641,GO:0044283,GO:1901362,GO:0044711,GO:1901566,GO:0016053,GO:0019438,GO:0042398,GO:1901576,GO:0051188,GO:0042559,GO:0018130,GO:0008652,GO:0044271,GO:0046394,GO:0044249,GO:0009396,GO:1901607,GO:0009108,GO:0009058
COG0340	GO:0008152,GO:0071704,GO:0009987,GO:0044237,GO:0006464,GO:0043170,GO:0019538,GO:0044238,GO:0044260,GO:0043412,GO:0036211,GO:0044267
COG0635	GO:0005737,GO:0044464,GO:0005622,GO:0005623,GO:0044424
COG1072	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG2038	GO:0008152,GO:1901360,GO:0044710,GO:0046483,GO:1901564,GO:1901566,GO:0019438,GO:0044281,GO:0006807,GO:1901576,GO:1901362,GO:0018130,GO:0044271,GO:0009058,GO:0044249,GO:0034641,GO:0009987,GO:0006725,GO:0044237,GO:0071704,GO:0044283,GO:0044711,GO:0006766,GO:0033014,GO:0033013,GO:0042364,GO:0009236,GO:0009235,GO:0006767,GO:0009110,GO:0009163,GO:0034654,GO:0006139,GO:0055086,GO:1901137,GO:1901135,GO:0009116,GO:0044238,GO:1901657,GO:1901659,GO:0006796,GO:0006793,GO:0044763,GO:0044699,GO:0046434,GO:0009166,GO:0009167,GO:0009164,GO:0046130,GO:0009169,GO:0009199,GO:0042454,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0046128,GO:1901565,GO:0009128,GO:0006163,GO:0019637,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0006195,GO:1901575,GO:0051180,GO:0006200,GO:1901361,GO:0009150,GO:0006810,GO:0009158,GO:0009154,GO:0046700,GO:0009261,GO:0019439,GO:0034655,GO:0051234,GO:0044270,GO:1901292,GO:0009161,GO:0006753,GO:0044248,GO:0009123,GO:0009126,GO:0009259,GO:0009125,GO:0042278,GO:0055085,GO:0015889,GO:1901136,GO:0072521,GO:0072523,GO:0071705,GO:0071702,GO:0006152,GO:0044765,GO:0009117,GO:0009119,GO:0009056,GO:0051179,GO:0019693,GO:1901658
COG1183	GO:0016020
COG2267	GO:0008152
COG1275	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1553	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
COG4773	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0019867,GO:0031975,GO:0044462,GO:0030312,GO:0030313,GO:0009279,GO:0005886
COG4302	GO:0019752,GO:0006807,GO:0044281,GO:0044710,GO:0006520,GO:0071704,GO:0009987,GO:0008152,GO:0043436,GO:0044238,GO:1901564,GO:0006082,GO:0044237,GO:0009310,GO:0034641,GO:0044282,GO:0044712,GO:1901160,GO:1901161,GO:0046164,GO:0009308,GO:0006580,GO:1901575,GO:0044106,GO:0042439,GO:0009056,GO:1901565,GO:0006576,GO:0042402,GO:0006066,GO:0046336,GO:1901616,GO:1901615
COG0775	GO:0008152,GO:0009987,GO:0044710,GO:0044281,GO:0071704,GO:0044237,GO:1901360,GO:0046483,GO:1901564,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0055086,GO:0009116,GO:0044238,GO:1901135,GO:1901657,GO:1901576,GO:0044249,GO:0009058,GO:1901566,GO:0043094,GO:0044711,GO:0044283,GO:0000097,GO:0000096,GO:0043436,GO:0016053,GO:0071267,GO:0071265,GO:0009067,GO:0009066,GO:0008652,GO:0044272,GO:0046394,GO:1901605,GO:1901607,GO:0006082,GO:0009086,GO:0019752,GO:0006520,GO:0006555,GO:0006790,GO:0009164,GO:1901361,GO:0019509,GO:1901565,GO:0019439,GO:1901575,GO:0034655,GO:0046700,GO:0044270,GO:0044248,GO:1901136,GO:0043102,GO:0009056,GO:1901658,GO:0072521,GO:0046128,GO:0042278,GO:0009119,GO:0006796,GO:0006793,GO:0006163,GO:0019637,GO:0006753,GO:0009117,GO:1901362,GO:0019438,GO:0009259,GO:0018130,GO:0009150,GO:0034654,GO:0044271,GO:0019693,GO:0009167,GO:0009165,GO:0009163,GO:0009161,GO:0046129,GO:0044209,GO:0046033,GO:0042451,GO:0042455,GO:0006167,GO:0006164,GO:0032261,GO:0009168,GO:0009156,GO:0009152,GO:0009260,GO:0090407,GO:0046390,GO:1901293,GO:0009123,GO:0009126,GO:0009127,GO:0009124,GO:1901137,GO:0043173,GO:0072522,GO:0043101,GO:1901659,GO:0046500,GO:0006575,GO:0051186,GO:0006732,GO:0019284,GO:0033353
COG2759	GO:0008152,GO:0044710,GO:0009987,GO:0044237,GO:0044281,GO:1901360,GO:0046483,GO:0006807,GO:0006725,GO:0071704,GO:0044238,GO:0043436,GO:1901564,GO:0006575,GO:0051186,GO:0006732,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0006760,GO:0042558,GO:0034641,GO:0008652,GO:1901362,GO:1901566,GO:0019438,GO:1901576,GO:0018130,GO:0044271,GO:0044249,GO:0009058,GO:0044283,GO:0044711,GO:0016053,GO:0046394,GO:1901607,GO:0009396,GO:0051188,GO:0042398,GO:0009108,GO:0042559,GO:0006730,GO:0046653,GO:0035999,GO:0055114
COG4608	GO:0016020
COG1278	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1475	GO:0008152,GO:0009987,GO:0044238,GO:0044237,GO:1901360,GO:0046483,GO:0006807,GO:0034641,GO:0006139,GO:0006725,GO:0071704,GO:0043170,GO:0090304,GO:0019222,GO:0060255,GO:0050789,GO:0065007,GO:0010468,GO:0032259,GO:0044260,GO:0006306,GO:0006259,GO:0006304,GO:0040029,GO:0006305,GO:0043412,GO:0044728,GO:0043414
COG1044	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:1901135,GO:0006796,GO:0006793,GO:0019637,GO:0009311,GO:0009312,GO:0046493,GO:0044249,GO:1901269,GO:0006643,GO:1901576,GO:0044710,GO:0046467,GO:0006664,GO:0006644,GO:0006629,GO:0009247,GO:0009245,GO:0009058,GO:0044723,GO:0044255,GO:0090407,GO:0008610,GO:0044238,GO:0005975,GO:1901271,GO:0008654,GO:1901137,GO:0016051
COG0777	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0044444,GO:0009317,GO:0043234,GO:0032991
COG4910	GO:0008152
COG1309	GO:0050789,GO:0065007,GO:0050794,GO:0009987,GO:0080090,GO:0019222,GO:2001141,GO:0060255,GO:0009889,GO:0006355,GO:0010556,GO:0051252,GO:0031326,GO:0031323,GO:2000112,GO:0010468,GO:0019219,GO:0051171,GO:0008152,GO:0071704,GO:0044238,GO:0006807,GO:0044237,GO:1901360,GO:0046483,GO:1901576,GO:0044271,GO:0044249,GO:0034641,GO:0043170,GO:0009058,GO:1901362,GO:0019438,GO:0044260,GO:0018130,GO:0034654,GO:0016070,GO:0006351,GO:0032774,GO:0034645,GO:0006139,GO:0006725,GO:0090304,GO:0010467,GO:0009059,GO:0048519,GO:0048523,GO:0009892,GO:0009890,GO:0031327,GO:0031324,GO:0010605,GO:0010629,GO:0010558,GO:0045892,GO:0051253,GO:2000113,GO:0045934,GO:0051172
COG2176	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG0841	GO:0016020,GO:0016021,GO:0044425,GO:0031224
COG1228	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG1448	GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424
COG1923	GO:0019222,GO:0060255,GO:0050789,GO:0065007,GO:0010468,GO:0080090,GO:0009889,GO:0050794,GO:0010556,GO:0031326,GO:0031323,GO:2000112,GO:2001141,GO:0006355,GO:0051171,GO:0051252,GO:0019219,GO:0006950,GO:0050896
COG3637	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0031975,GO:0019867,GO:0030312,GO:0030313,GO:0009279,GO:0044462,GO:0016021,GO:0044425,GO:0031224,GO:0005886
ENOG4111C5Z	GO:0005856,GO:0043234,GO:0045111,GO:0032991,GO:0043232,GO:0044464,GO:0005623,GO:0005622,GO:0044446,GO:0043229,GO:0005882,GO:0044430,GO:0044424,GO:0043228,GO:0043226,GO:0044422
ENOG4111M2S	GO:0044710,GO:0008152,GO:0055114
COG4531	GO:0030001,GO:0044699,GO:0006812,GO:0006811,GO:0006810,GO:0051234,GO:0044765,GO:0051179,GO:0009987,GO:0044763,GO:0022610,GO:0007155
ENOG4111N9R	GO:0044464,GO:0005623,GO:0005622
COG2885	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0019867,GO:0031975,GO:0009279,GO:0030313,GO:0030312,GO:0044462,GO:0016021,GO:0031224,GO:0044425,GO:0005886
COG2271	GO:0016020,GO:0044425,GO:0031224,GO:0016021
COG2183	GO:0009987,GO:0008152,GO:0071704,GO:0044238,GO:0044237,GO:0006139,GO:0046483,GO:0006807,GO:1901360,GO:0034641,GO:0006725,GO:0044260,GO:0043170,GO:0090304,GO:0044699,GO:0044763,GO:0050896,GO:0006259,GO:0051716,GO:0033554,GO:0006950,GO:0006281,GO:0006974,GO:0080090,GO:0019222,GO:0060255,GO:0050789,GO:0065007,GO:0050794,GO:0031323,GO:0019219,GO:0051171,GO:2001141,GO:0009889,GO:0006355,GO:0010556,GO:0051252,GO:0031326,GO:2000112,GO:0010468,GO:0006357,GO:0032784
COG0031	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG3404	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044444,GO:0044424,GO:0043229,GO:0043226,GO:0043227,GO:0005794,GO:0043231
COG0334	GO:0008152,GO:0044710,GO:0055114,GO:0006520,GO:0006807,GO:0009987,GO:0044237,GO:0043436,GO:1901564,GO:0044281,GO:0006082,GO:0019752,GO:0071704,GO:0044238
COG0342	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0016021,GO:0044425,GO:0031224
COG3842	GO:0016020,GO:0044425,GO:0043234,GO:0043190,GO:0032991,GO:0044464,GO:0005623,GO:0071944,GO:0005886
COG2987	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG1193	GO:1901360,GO:0046483,GO:0006807,GO:0008152,GO:0034641,GO:0006139,GO:0009987,GO:0006725,GO:0043170,GO:0090304,GO:0071704,GO:0044238,GO:0044237,GO:0044260,GO:0006259,GO:0051716,GO:0006281,GO:0033554,GO:0050896,GO:0006950,GO:0044699,GO:0006974,GO:0044763,GO:0006298,GO:0006260,GO:0006261,GO:1901576,GO:0044249,GO:0034645,GO:0045005,GO:0009058,GO:0009059
COG1490	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG2186	GO:0044464,GO:0005623,GO:0005622
COG2508	GO:0005488,GO:0003676,GO:0003677,GO:1901363,GO:0097159
COG0420	GO:0043229,GO:0043226,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043227,GO:0005634,GO:0043231
COG1059	GO:0008152,GO:0090304,GO:0034641,GO:0006807,GO:0044699,GO:0006139,GO:0051716,GO:0044260,GO:0071704,GO:1901360,GO:0006281,GO:0009987,GO:0006725,GO:0006974,GO:0006950,GO:0044763,GO:0046483,GO:0044238,GO:0050896,GO:0044237,GO:0043170,GO:0033554,GO:0006259,GO:0006284
COG1204	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043227,GO:0043226,GO:0043231
COG1796	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043229,GO:0043226,GO:0005737,GO:0043227,GO:0005634,GO:0043231
COG3593	GO:0008152,GO:0009987,GO:0090304,GO:0034641,GO:0006807,GO:0006139,GO:0071704,GO:1901360,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0090305
COG0763	GO:0008152,GO:0071704,GO:0009987,GO:1901135,GO:0044237,GO:0006796,GO:0006793,GO:0019637,GO:0009311,GO:0009312,GO:0046493,GO:0044249,GO:1901269,GO:0006643,GO:1901576,GO:0044710,GO:0046467,GO:0006664,GO:0006644,GO:0006629,GO:0009247,GO:0009245,GO:0009058,GO:0044723,GO:0044255,GO:0090407,GO:0008610,GO:0044238,GO:0005975,GO:1901271,GO:0008654,GO:1901137,GO:0016051
COG1462	GO:0005623,GO:0044464,GO:0071944,GO:0044462,GO:0030313,GO:0031975,GO:0030312,GO:0042597,GO:0030288,GO:0016020,GO:0009279,GO:0019867
COG1519	GO:0008152,GO:0009058
COG3317	GO:0016020,GO:0044464,GO:0005623,GO:0071944,GO:0031975,GO:0044462,GO:0019867,GO:0030312,GO:0030313,GO:0009279,GO:0005886
COG4948	GO:0008152,GO:0009987,GO:0044237,GO:0071704,GO:0044281,GO:0044710,GO:0044248,GO:0009056,GO:0044282,GO:0044712,GO:0043436,GO:0016054,GO:1901575,GO:0046395,GO:0006082,GO:0019752,GO:0044238,GO:0006807,GO:1901565,GO:1901564,GO:0009063,GO:0006520
ENOG410YXR5	GO:0005618,GO:0071944,GO:0044464,GO:0005623,GO:0030312
ENOG4112BP5	NA
COG3419	NA
ENOG410XW2T	GO:0044238,GO:1901575,GO:0019538,GO:0043170,GO:0071704,GO:0030163,GO:0008152,GO:0009056,GO:0009057
COG1718	GO:0008152,GO:0009987,GO:0016310,GO:0044237,GO:0006796,GO:0006793,GO:0006468,GO:0019538,GO:0044267,GO:0044260,GO:0043412,GO:0036211,GO:0043170,GO:0071704,GO:0006464,GO:0044238
COG3275	GO:0016020,GO:0031224,GO:0016021,GO:0044425
COG1619	GO:0008152
COG0654	GO:0016020
COG1390	GO:0016020,GO:0044425,GO:0032991,GO:0043234,GO:0033178,GO:0016469,GO:0044464,GO:0005623,GO:0005622,GO:0005737,GO:0044424,GO:0044444,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0005773
COG3080	GO:0016020,GO:0016021,GO:0044464,GO:0005623,GO:0071944,GO:0005886,GO:0044425,GO:0031224
ENOG410XQ4S	GO:0008152,GO:0044710,GO:0019752,GO:0044281,GO:0071704,GO:0009987,GO:0043436,GO:0044238,GO:0006082,GO:0044237,GO:0006633,GO:0006631,GO:0044249,GO:0044283,GO:0072330,GO:1901576,GO:0044711,GO:0006629,GO:0032787,GO:0009058,GO:0044255,GO:0008610,GO:0046394,GO:0016053,GO:0055114
COG0404	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0509	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0044444,GO:0043234,GO:0005960,GO:0032991
COG0560	GO:0016311,GO:0008152,GO:0009987,GO:0044237,GO:0006796,GO:0006793,GO:0044710,GO:0071704,GO:0044238,GO:0009058,GO:1901576,GO:0044249,GO:0006807,GO:0044281,GO:1901564,GO:0043436,GO:0009069,GO:0006563,GO:1901605,GO:0006082,GO:0019752,GO:0006520,GO:0008652,GO:0044283,GO:0044711,GO:0009070,GO:1901566,GO:0016053,GO:0006564,GO:0046394,GO:1901607
COG1045	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG4819	GO:0008152,GO:0071704,GO:0009987,GO:0044237,GO:0044710,GO:0034641,GO:0006807,GO:0044281,GO:1901160,GO:0009308,GO:0006580,GO:0044106,GO:0042439,GO:1901564,GO:0006576,GO:0006066,GO:1901615
COG4917	GO:0006576,GO:0034641,GO:0006807,GO:0071704,GO:0009987,GO:0009308,GO:0044106,GO:0008152,GO:1901564,GO:0044237
ENOG410XRKZ	NA
COG2087	GO:0009987,GO:0008152,GO:0044237,GO:0016310,GO:0044249,GO:0009058,GO:0006796,GO:0006793,GO:0044281,GO:0044283,GO:1901362,GO:1901360,GO:0044710,GO:0044711,GO:0006766,GO:0046483,GO:1901564,GO:1901566,GO:0019438,GO:0006807,GO:1901576,GO:0051188,GO:0033014,GO:0033013,GO:0018130,GO:0044271,GO:0034641,GO:0006725,GO:0042364,GO:0009236,GO:0009235,GO:0006767,GO:0071704,GO:0009110,GO:0051186
COG2067	NA
COG2703	GO:0016020,GO:0044425,GO:0016021,GO:0031224
COG3338	GO:0044464,GO:0005623,GO:0044424,GO:0005737,GO:0005622,GO:0016020,GO:0044444,GO:0005576,GO:0043229,GO:0043226,GO:0043231,GO:0043227,GO:0044425
COG2854	NA
COG1726	GO:0044710,GO:0006812,GO:0006811,GO:0006810,GO:0006814,GO:0044765,GO:0030001,GO:0055114,GO:0008152,GO:0051179,GO:0051234,GO:0015672,GO:0044699
COG0825	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424,GO:0044444,GO:0009317,GO:0043234,GO:0032991
COG3051	GO:0005737,GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0043234,GO:0032991,GO:0044444,GO:0009346
COG0584	GO:0008152,GO:0071704,GO:0044238,GO:0044710,GO:0006629,GO:0009987,GO:0044237,GO:0044262,GO:0005975,GO:0044281,GO:0006071,GO:0019400,GO:1901615,GO:0019751,GO:0006066
COG3303	GO:0005623,GO:0044464,GO:0042597
COG0787	GO:0044464,GO:0005623,GO:0005737,GO:0005622,GO:0044424
COG0386	GO:0055114,GO:0008152,GO:0044710,GO:0006979,GO:0050896,GO:0006950
COG0502	GO:0008152,GO:0009987,GO:0044237,GO:0051186,GO:0044249,GO:0009058,GO:0019752,GO:0016053,GO:0006807,GO:0044281,GO:0044283,GO:1901576,GO:0044710,GO:0044711,GO:0071704,GO:1901566,GO:0043436,GO:1901564,GO:0006082,GO:0046394,GO:1901362,GO:1901360,GO:0018130,GO:0046483,GO:0034641,GO:0072330,GO:0009102,GO:0006767,GO:0006766,GO:0006768,GO:0032787,GO:0009110,GO:0043604,GO:0044271,GO:0043603,GO:0044272,GO:0042364,GO:0006790,GO:0051188
COG0715	GO:0016020
COG0466	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737,GO:0043229,GO:0043227,GO:0043226,GO:0043231,GO:0044444,GO:0031974,GO:0043233,GO:0044446,GO:0070013,GO:0044422,GO:0005739,GO:0005759,GO:0044429,GO:0042579,GO:0005777
COG0286	GO:0032775,GO:0008152,GO:0032259,GO:0006306,GO:0090304,GO:0034641,GO:0006807,GO:1901360,GO:0006139,GO:0071704,GO:0009987,GO:0006725,GO:0046483,GO:0044238,GO:0044237,GO:0043170,GO:0006304,GO:0044260,GO:0043412,GO:0006259,GO:0019222,GO:0050789,GO:0006305,GO:0040029,GO:0065007,GO:0010468,GO:0060255,GO:0044728,GO:0043414
COG3938	GO:0008152
COG0483	GO:0009987,GO:0008152,GO:0044237,GO:0006796,GO:0006793,GO:0044710,GO:0071704,GO:0044238,GO:0019637,GO:0006629,GO:0046488,GO:0046486,GO:0006644,GO:0044255,GO:0006650,GO:0046854,GO:0016310,GO:0046834,GO:0030258,GO:0016311,GO:0044281,GO:1901615,GO:0019751,GO:0006066,GO:0044262,GO:0005975,GO:0046434,GO:0044282,GO:0044712,GO:0043647,GO:1901575,GO:0046855,GO:1901616,GO:0046174,GO:0046838,GO:0046164,GO:0071545,GO:0009056
COG2959	GO:0008152,GO:0032259,GO:0044249,GO:0034641,GO:0006807,GO:1901362,GO:1901360,GO:1901576,GO:0071704,GO:0033014,GO:0033013,GO:0018130,GO:0009987,GO:0006725,GO:0009058,GO:0044271,GO:0046483,GO:1901564,GO:1901566,GO:0044237,GO:0019438
COG4303	GO:0008152,GO:0019752,GO:0006807,GO:0044281,GO:0044710,GO:0006520,GO:0071704,GO:0009987,GO:0043436,GO:0044238,GO:1901564,GO:0006082,GO:0044237
ENOG411250Q	GO:0005737,GO:0032991,GO:0005840,GO:0043232,GO:0044464,GO:0044444,GO:0005623,GO:0030529,GO:0043229,GO:0043228,GO:0044424,GO:0005622,GO:0043226
COG1396	GO:0003677,GO:0005488,GO:0003676,GO:1901363,GO:0097159,GO:0043565
ENOG4110YYB	GO:0043234,GO:0032991,GO:0030880,GO:0044464,GO:0005623,GO:0005622,GO:0044424
COG0350	GO:0044464,GO:0005623,GO:0005622,GO:0044424,GO:0005737
COG1623	GO:0090304,GO:0034641,GO:0006807,GO:0044699,GO:0006139,GO:0051716,GO:0044260,GO:0071704,GO:1901360,GO:0006281,GO:0009987,GO:0006725,GO:0006974,GO:0006950,GO:0044763,GO:0008152,GO:0046483,GO:0044238,GO:0050896,GO:0044237,GO:0043170,GO:0033554,GO:0006259
COG0850	GO:0007049,GO:0044699,GO:0009987,GO:0044763,GO:0051301,GO:0022402,GO:0071840,GO:0016043,GO:0000910,GO:0022607,GO:0009653,GO:0000902,GO:0048869,GO:0032989,GO:0032502,GO:0032506,GO:0044767,GO:0048856,GO:0000917,GO:0090529,GO:0044085,GO:0050789,GO:0065007,GO:0050794,GO:0051726,GO:0051302
COG2846	GO:0005737,GO:0044424,GO:0044464,GO:0005623,GO:0005622
